"Key"	"Source string"	"Context"	"Translation"
"hbui.RealmsStories.settings.inputLegend.select"	"Select"	"Original Translation
zh_CN: 选择
zh_TW: 選取"	""
"hbui.RealmsStories.settings.moderation.button"	"Moderate feed (%1$s)"	"Original Translation
zh_CN: 管理动态 (%1$s)
zh_TW: 適當餵食 (%1$s)"	""
"hbui.RealmsStories.settings.moderation.description"	"View and action on any content that have been flagged by Realm members"	"Original Translation
zh_CN: 查看并处理 Realm 成员标记的任何内容
zh_TW: 檢視 Realm 成員所標記的任何內容並做回應"	""
"hbui.RealmsStories.settings.moderation.title"	"Moderate feed"	"Original Translation
zh_CN: 管理动态
zh_TW: 適當餵食"	""
"hbui.RealmsStories.settings.optOut.realmMember.description"	"If you opt out, you will lose access to the Story Feed, Timeline, and Members tab for this Realm."	"Original Translation
zh_CN: 如果选择退出，您将无权再访问此 Realm 中的故事源、时间线以及成员标签。
zh_TW: 如果你選擇退出，將無法存取此 Realm 的 [故事動態]、[時間線] 和 [成員] 索引標籤。"	""
"hbui.RealmsStories.settings.optOut.realmOwner.description"	"As the Realm owner, if you opt out, everyone will lose access to the Story Feed, Timeline, and Members tab for this Realm."	"Original Translation
zh_CN: 作为 Realm 所有者，如果您选择退出，所有人都将无权再访问此 Realm 中的故事源、时间线以及成员标签。
zh_TW: 身為 Realm 擁有者，如果你選擇退出，就沒有任何人可以存取此 Realm 的 [故事動態]、[時間線] 或 [成員] 索引標籤。"	""
"hbui.RealmsStories.settings.optOut.title"	"Opt out"	"Original Translation
zh_CN: 退出
zh_TW: 不要自動顯示"	""
"hbui.RealmsStories.settings.personalSettings.badgeNotifSwitch.description"	"Show badge notifications for unread stories."	"Original Translation
zh_CN: 显示未读故事的徽章通知。
zh_TW: 顯示未讀故事的紅色標記通知。"	""
"hbui.RealmsStories.settings.personalSettings.badgeNotifSwitch.title"	"Badge notifications"	"Original Translation
zh_CN: 徽章通知
zh_TW: 紅色標記通知"	""
"hbui.RealmsStories.settings.personalSettings.description"	"These settings only apply to you, for this Realm."	"Original Translation
zh_CN: 对于此 Realm 而言，这些设置仅适用于您。
zh_TW: 這些設定僅適用於您的這個 Realm。"	""
"hbui.RealmsStories.settings.personalSettings.header"	"1. Personal Settings"	"Original Translation
zh_CN: 1. 个人设置
zh_TW: 1. 個人設定"	""
"hbui.RealmsStories.settings.personalSettings.member.header"	"Personal settings"	"Original Translation
zh_CN: 个人设置
zh_TW: 個人設定"	""
"hbui.RealmsStories.settings.realmWideSettings.description"	"These settings apply to everyone in this Realm who has joined Realms Stories."	"Original Translation
zh_CN: 这些设置适用于此 Realm 中已加入 Realms Stories 的所有人。
zh_TW: 這些設定適用於此 Realm 中所有加入 Realms Stories 的人。"	""
"hbui.RealmsStories.settings.realmWideSettings.header"	"2. Realm-wide Settings"	"Original Translation
zh_CN: 2. Realm 范围设置
zh_TW: 2. Realm 全域設定"	""
"hbui.RealmsStories.settings.realmWideSettings.member.header"	"Realm-wide settings"	"Original Translation
zh_CN: Realm 范围设置
zh_TW: Realm 全域設定"	""
"hbui.RealmsStories.settings.realmWideSettings.playerTimeline.description"	"Allow everyone to view the Timeline."	"Original Translation
zh_CN: 允许所有人查看时间线。
zh_TW: 允許所有人查看時間線。"	""
"hbui.RealmsStories.settings.realmWideSettings.playerTimeline.title"	"Timeline"	"Original Translation
zh_CN: 时间线
zh_TW: 時間線"	""
"hbui.RealmsStories.settings.realmWideSettings.playerTimelineRequirement.description"	"Require everyone to opt into the Timeline before they can play on the Realm."	"Original Translation
zh_CN: 要求每个人在 Realm 上进行游戏之前先加入时间线。
zh_TW: 需要每個人都加入時間線，才能在 Realm 上遊玩。"	""
"hbui.RealmsStories.settings.realmWideSettings.playerTimelineRequirement.title"	"Require Opt in to Timeline"	"Original Translation
zh_CN: 要求加入时间线
zh_TW: 需要加入時間線"	""
"hbui.RealmsStories.settings.realmWideSettings.realmEvents.description"	"Allow Minecraft to post stories for gameplay accomplishments. This setting will take effect once you close and reopen the Realm. (From the Realms tab: go to Settings > Manage Realm > Subscription > Close Realm. Then Open Realm)"	"Original Translation
zh_CN: 允许 Minecraft 发布有关游戏成就的故事。此设置将在您关闭并重新打开 Realm 后生效。（从 Realms 选项卡：前往“设置”>“管理 Realm”>“订阅”>“关闭 Realm”。然后再“打开 Realm”）
zh_TW: 允許 Minecraft 為遊戲成就發表動態。此設定將在您關閉並重新開啟 Realm 後生效。（從 Realms 分頁：前往「設定」>「管理 Realm」>「訂閱」>「關閉 Realm」。然後再「開啟 Realm」）"	""
"hbui.RealmsStories.settings.realmWideSettings.realmEvents.title"	"Realm Events"	"Original Translation
zh_CN: Realm 事件
zh_TW: Realm 事件"	""
"hbui.RealmsStories.settings.realmWideSettings.storyCoordinates.description"	"Display coordinates for certain Realm Events, if the world's ""Show coordinates"" setting was enabled when the events were triggered."	"Original Translation
zh_CN: 显示特定 Realm 事件的坐标，前提是在触发事件时启用了世界的“显示坐标”设置。
zh_TW: 觸發事件時已啟用世界的「顯示座標」設定，將顯示某些 Realm 事件的座標。"	""
"hbui.RealmsStories.settings.realmWideSettings.storyCoordinates.title"	"Realm Event coordinates"	"Original Translation
zh_CN: Realm 事件坐标
zh_TW: Realm 事件座標"	""
"hbui.RealmsStories.settings.screen"	"%1$s screen"	"Original Translation
zh_CN: %1$s 屏幕
zh_TW: %1$s 畫面"	""
"hbui.RealmsStories.settings.screenheader"	"%1$s Stories Settings Screen"	"Original Translation
zh_CN: %1$s 故事设置屏幕
zh_TW: %1$s Stories 設定畫面"	""
"hbui.RealmsStories.settings.section"	"Section"	"Original Translation
zh_CN: Section
zh_TW: 區段"	""
"hbui.RealmsStories.storyFeed"	"Story Feed"	"Original Translation
zh_CN: 故事源
zh_TW: 故事摘要"	""
"hbui.RealmsStories.timeline"	"Timeline"	"Original Translation
zh_CN: 时间线
zh_TW: 時間線"	""
"hbui.RealmsStories.timeline.signIn"	"Sign in %1$s"	"Original Translation
zh_CN: 登录 %1$s
zh_TW: 登入 %1$s"	""
"hbui.RealmsStories.unreadStoryHint"	"You have %1$s unread stories"	"Original Translation
zh_CN: 您有 %1$s 则未读故事
zh_TW: 您有 %1$s 則未讀故事"	""
"hbui.RealmsStories.view"	"View"	"Original Translation
zh_CN: 查看
zh_TW: 檢視"	""
"hbui.RealmsStories.viewComments"	"View comments"	"Original Translation
zh_CN: 查看评论
zh_TW: 檢視留言"	""
"hbui.RealmsStoriesScreenshotGalleryRoute.header"	"Screenshot Gallery"	"Original Translation
zh_CN: 屏幕截图库
zh_TW: 螢幕擷取畫面相簿"	""
"hbui.RealmsStoryCommentsRoute.header"	"%1$s Comments: World Title"	"Original Translation
zh_CN: %1$s 评论：世界名称
zh_TW: %1$s 留言：世界冠軍"	""
"hbui.RenderDistanceWarningRoute.body1"	"You can get better performance with render distance settings that are optimized for your device."	"Original Translation
zh_CN: 通过为您的设备优化渲染距离设置，您可以获得更好的性能。
zh_TW: 使用為您的裝置最佳化的渲染距離設定，就能獲得更良好的效能。"	""
"hbui.RenderDistanceWarningRoute.body2"	"Using these recommended settings will ensure a smoother gameplay experience by decreasing how far you can see in game."	"Original Translation
zh_CN: 使用这些推荐的设置可缩短您在游戏中的视野范围，确保游戏体验更流畅。
zh_TW: 使用推薦設定將減少您在遊戲中的視野範圍，確保更流暢的遊戲體驗。"	""
"hbui.RenderDistanceWarningRoute.chunksPluralCaption"	"(%1$s chunks)"	"Original Translation
zh_CN: （%1$s 个区块）
zh_TW: (%1$s 個區塊)"	""
"hbui.RenderDistanceWarningRoute.chunksSingularCaption"	"(%1$s chunk)"	"Original Translation
zh_CN: （%1$s 个区块）
zh_TW: (%1$s 個區塊)"	""
"hbui.RenderDistanceWarningRoute.confirmInputLegend"	"Confirm"	"Original Translation
zh_CN: 确认
zh_TW: 確認"	""
"hbui.RenderDistanceWarningRoute.title"	"Performance optimization"	"Original Translation
zh_CN: 性能优化
zh_TW: 效能最佳化"	""
"hbui.RenderDistanceWarningRoute.useCurrentSettingsButton"	"Use current settings"	"Original Translation
zh_CN: 使用当前设置
zh_TW: 使用目前設定"	""
"hbui.RenderDistanceWarningRoute.useRecommendedSettingsButton"	"Use recommended settings"	"Original Translation
zh_CN: 使用推荐的设置
zh_TW: 使用推薦設定"	""
"hbui.ReportPlayerRoute.areaPanel.description"	"Please let us know where the incident took place. This will help us in researching your case."	"Original Translation
zh_CN: 请告知我们事件发生的地方。这能帮我们研究您的案例。
zh_TW: 請讓我們知道事件發生在哪裡。這將有助於我們研究你的案例。"	""
"hbui.ReportPlayerRoute.areaPanel.title"	"Where did you observe the bad behavior?"	"Original Translation
zh_CN: 您在哪里观察到了不好的行为？
zh_TW: 你在哪裡觀察到了不良行為？"	""
"hbui.ReportPlayerRoute.attestation"	"This information is accurate and complete to the best of my knowledge."	"Original Translation
zh_CN: 据我所知，这些信息是准确和完整的。
zh_TW: 據我所知，這些資訊是準確且完整的。"	""
"hbui.ReportPlayerRoute.bullying"	"Harassment or bullying"	"Original Translation
zh_CN: 骚扰或欺凌
zh_TW: 騷擾或霸凌"	""
"hbui.ReportPlayerRoute.buttonLegend"	"Select"	"Original Translation
zh_CN: 选择
zh_TW: 選取"	""
"hbui.ReportPlayerRoute.cancel"	"Cancel"	"Original Translation
zh_CN: 取消
zh_TW: 取消"	""
"hbui.ReportPlayerRoute.chatSelectionDescription"	"Select messages to report"	"Original Translation
zh_CN: 选择要举报的消息
zh_TW: 選擇要回報的訊息"	""
"hbui.ReportPlayerRoute.chatSelectionLimitReached"	"Maximum amount of messages selected"	"Original Translation
zh_CN: 选择的最大消息数
zh_TW: 已選擇的最大訊息數"	""
"hbui.ReportPlayerRoute.chatSelectionPanel.description"	"Select messages to report"	"Original Translation
zh_CN: 选择要举报的消息
zh_TW: 選擇要檢舉的訊息"	""
"hbui.ReportPlayerRoute.chatSelectionPanel.limitReached"	"Maximum amount of messages selected"	"Original Translation
zh_CN: 选择的最大消息数
zh_TW: 已選擇的最大訊息數"	""
"hbui.ReportPlayerRoute.chatSelectionPanel.title"	"Report Chat Messages"	"Original Translation
zh_CN: 举报聊天消息
zh_TW: 檢舉聊天訊息"	""
"hbui.ReportPlayerRoute.cheating"	"Cheating"	"Original Translation
zh_CN: 作弊
zh_TW: 作弊"	""
"hbui.ReportPlayerRoute.childSexualExploitationOrAbuse"	"Child sexual exploitation or abuse"	"Original Translation
zh_CN: 儿童性剥削或性虐待
zh_TW: 兒童性剝削或性虐待"	""
"hbui.ReportPlayerRoute.commentPanel.description"	"You're about to report this person. Please add a comment describing what happened."	"Original Translation
zh_CN: 您即将举报此人。请添加评论，描述所发生的情况。
zh_TW: 你即將檢舉此人。請輸入描述發生了什麼事。"	""
"hbui.ReportPlayerRoute.commentPanel.placeholder"	"Tell us more"	"Original Translation
zh_CN: 告诉我们更多详情
zh_TW: 告訴我們更多"	""
"hbui.ReportPlayerRoute.commentPanel.title"	"Comment (optional)"	"Original Translation
zh_CN: 评论（可选）
zh_TW: 留言 (選填)"	""
"hbui.ReportPlayerRoute.confirmSelection"	"Confirm Selection"	"Original Translation
zh_CN: 确认选择
zh_TW: 確認選擇"	""
"hbui.ReportPlayerRoute.drugsOrAlcohol"	"Drugs or alcohol"	"Original Translation
zh_CN: 毒品或酒精
zh_TW: 毒品或酒精"	""
"hbui.ReportPlayerRoute.error.buttonText"	"Go Back"	"Original Translation
zh_CN: 返回
zh_TW: 返回"	""
"hbui.ReportPlayerRoute.error.text"	"An internal error occurred"	"Original Translation
zh_CN: 发生了内部错误
zh_TW: 發生內部錯誤"	""
"hbui.ReportPlayerRoute.error.title"	"Internal Error"	"Original Translation
zh_CN: 内部错误
zh_TW: 內部錯誤"	""
"hbui.ReportPlayerRoute.friendWarningText"	"Are you sure you want to report your friend %1$s? Filing false reports is against our Community Standards."	"Original Translation
zh_CN: 确定要举报您的好友 %1$s 吗？提交虚假举报会违反我们的社区标准。
zh_TW: 您確定要檢舉您的朋友 %1$s 嗎？若提出不實檢舉將違反我們的社群守則。"	""
"hbui.ReportPlayerRoute.galleryScreenshot"	"Gallery Screenshot"	"Original Translation
zh_CN: 屏幕截图库
zh_TW: 相簿螢幕擷取畫面"	""
"hbui.ReportPlayerRoute.hateSpeech"	"Hate speech"	"Original Translation
zh_CN: 仇恨言论
zh_TW: 仇恨言論"	""
"hbui.ReportPlayerRoute.hideContent"	"Hide Content"	"Original Translation
zh_CN: 隐藏内容
zh_TW: 隱藏內容"	""
"hbui.ReportPlayerRoute.imminentHarm"	"Threat of Harm to Others"	"Original Translation
zh_CN: 伤害他人的威胁
zh_TW: 威脅傷害他人"	""
"hbui.ReportPlayerRoute.impersonation"	"Impersonation"	"Original Translation
zh_CN: 冒充
zh_TW: 假冒身分"	""
"hbui.ReportPlayerRoute.nameOrGamertag"	"Player Name or Gamertag"	"Original Translation
zh_CN: 玩家名称或玩家代号
zh_TW: 玩家名稱或玩家代號"	""
"hbui.ReportPlayerRoute.next"	"Continue"	"Original Translation
zh_CN: 继续
zh_TW: 繼續"	""
"hbui.ReportPlayerRoute.nonConsensualIntimateImagery"	"Non-Consensual intimate imagery"	"Original Translation
zh_CN: 未经同意的亲密影像
zh_TW: 未經同意的親密影像"	""
"hbui.ReportPlayerRoute.reasonPanel.description"	"If someone is in immediate danger, call local emergency services. Don't wait."	"Original Translation
zh_CN: 如果有人处于紧急危险之中，请致电当地紧急服务部门。不要等待。
zh_TW: 如果有人有立即危險，請聯絡當地緊急服務單位。不要拖延。"	""
"hbui.ReportPlayerRoute.reasonPanel.title"	"Why are you reporting %1$s?"	"Original Translation
zh_CN: 您为什么要举报 %1$s？
zh_TW: 你為什麼要檢舉 %1$s？"	""
"hbui.ReportPlayerRoute.report"	"Report"	"Original Translation
zh_CN: 举报
zh_TW: 檢舉"	""
"hbui.ReportPlayerRoute.reportConfirmation"	"Thank you for helping us keep Minecraft safe. We’ll review your report as soon as possible and take appropriate action if needed."	"Original Translation
zh_CN: 感谢帮助我们确保《我的世界》的安全。我们会尽快审核您的举报，并在必要时采取适当的措施。
zh_TW: 感謝您協助我們維持 Minecraft 的安全。我們將盡快審查您的報告，並在必要時採取適當行動。"	""
"hbui.ReportPlayerRoute.reportConfirmation.title"	"Report Complete"	"Original Translation
zh_CN: 举报完成
zh_TW: 檢舉完成"	""
"hbui.ReportPlayerRoute.reportLimitWarningText1"	"Looks like you've been busy reporting other players. Thank you for helping us make Minecraft a safe and welcoming place!"	"Original Translation
zh_CN: 看起来您一直在忙于举报其他玩家。感谢您帮助我们使 Minecraft 成为一个安全和广受欢迎的地方！
zh_TW: 您似乎一直在努力檢舉其他玩家。感謝您幫助我們將 Minecraft 打造成一個安全友好的地方。請注意，不實檢舉將違反我們的社群守則。"	""
"hbui.ReportPlayerRoute.reportLimitWarningText2"	"Keep in mind, filing false reports is against our community standards."	"Original Translation
zh_CN: 请注意，提交虚假举报会违反我们的社区标准。
zh_TW: 請銘記，不實檢舉將違反我們的社群守則。"	""
"hbui.ReportPlayerRoute.reportPanel.narration.disabledHint"	"Form must be completed to submit report"	"Original Translation
zh_CN: 若要提交报告，必须先填写表格
zh_TW: 必須填寫完表單才能提交檢舉"	""
"hbui.ReportPlayerRoute.reportPanel.narration.enumeration"	"%1$s of %2$s"	"Original Translation
zh_CN: 第 %1$s 个，共 %2$s 个
zh_TW: %1$s/%2$s"	""
"hbui.ReportPlayerRoute.selfHarmOrSuicide"	"Self harm or suicide"	"Original Translation
zh_CN: 自残或自杀
zh_TW: 自殘或自殺"	""
"hbui.ReportPlayerRoute.sexuallyInappropriate"	"Sexually inappropriate"	"Original Translation
zh_CN: 不恰当性内容
zh_TW: 性騷擾"	""
"hbui.ReportPlayerRoute.sidePanel.text"	"Reporting %1$s"	"Original Translation
zh_CN: 正在举报 %1$s
zh_TW: 正在檢舉 %1$s"	""
"hbui.ReportPlayerRoute.terrorismOrViolentExtremism"	"Terrorism or violent extremism"	"Original Translation
zh_CN: 恐怖主义或暴力极端主义
zh_TW: 恐怖主義或暴力極端主義"	""
"hbui.ReportPlayerRoute.title"	"Report Bad Behavior"	"Original Translation
zh_CN: 举报不良行为
zh_TW: 檢舉不良行為"	""
"hbui.ReportPlayerRoute.unsportingBehavior"	"Unsporting behavior"	"Original Translation
zh_CN: 没有体育道德的行为
zh_TW: 不當行為"	""
